Subpartida Arancelaria,Descripción Arancelaria,CIIU Rev. 4 A.C (2021),División,Grupo,Clase,Descripción
3827690000,"Las demás mezclas que contengan los demás hidrofluorocarburos (HFC), pero que no contengan clorofluorocarburos (CFC) o hidroclorofluorocarburos (HCFC)",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3827900000,"Las demás mezclas que contengan derivados halogenados de metano, etano o propano",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3901100000,Polietileno de densidad inferior a 0.94,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3901200000,Polietileno de densidad superior o igual a 0.94,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3901300000,Copolímeros de etileno y acetato de vinilo,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3901400000,"Copolímeros de etileno y alfa-olefina de densidad inferior a 0,94",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3901900000,"Los demás polímeros de etileno, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3901900010,Copolímeros de etileno con otras olefinas,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3901900090,"Los demás polímeros de etileno en formas primarias, excepto los copolimeros de etileno con otras olefinas",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3901901000,Copolímeros de etileno con otras olefinas,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3901909000,Los demás polímeros de etileno en formas primarias,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3902100000,Polipropileno,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3902200000,Poliisobutileno,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3902300000,Copolímeros de propileno,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3902900000,"Los demás polímeros de propileno o de otras olefinas, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3903110000,Poliestireno expandible,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3903190000,Los demás poliestirenos,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3903200000,Copolímeros de estireno-acrilonitrilo (san),2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3903300000,Copolímeros de acrilonitrilo-butadieno-estireno (abs),2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3903900000,"Los demás polímeros de estireno, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3904101000,"Policloruro de vinilo, sin mezclar con otras sustancias, obtenido por polimerización en emulsión",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3904102000,"Policloruro de vinilo, sin mezclar con otras sustancias, obtenido por polimerización en suspensión",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3904109000,"Los demás policloruros de vinilo, sin mezclar con otras sustancias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3904210000,"Los demás policloruros de vinilo, sin plastificar",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3904220000,"Los demás policloruros de vinilo, plastificados",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3904301000,"Copolímeros de cloruro de vinilo y acetato de vinilo, sin mezclar con otras sustancias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3904309000,"Los demás copolímeros de cloruro de vinilo y acetato de vinilo, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3904400000,Los demás copolímeros de cloruro de vinilo,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3904500000,Polímeros de cloruro de vinilideno,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3904610000,Politetrafluoroetileno,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3904690000,Los demás polímeros fluorados,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3904900000,"Los demás polímeros de cloruro de vinilo de otras olefinas halogenadas, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3905110000,"Polímeros de acetato de vinilo, en dispersión acuosa",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3905120000,"Poliacetato de vinilo, en dispersión acuosa",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3905190000,"Los demás poliacetatos de vinilo, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3905200000,"Alcoholes polivinílicos, incluso con grupos acetato sin hidrolizar",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3905210000,"Copolímeros de acetato de vinilo, en dispersión acuosa",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3905290000,Los demás copolímeros de acetato de vinilo,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3905300000,"Alcohol polivinílico, incluso con grupos acetato sin hidrolizar",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3905901000,Polivinil butiral,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3905909000,Los demás polímeros vinílicos o de otros ésteres vinílicos en formas primarias,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3905910000,Los demás copolímeros,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3905991000,Polivinilbutiral,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3905992000,Polivinilpirrolidona,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3905999000,Los demás polímeros vinílicos o de otros ésteres vinílicos en formas primarias,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3906100000,Polimetacrilato de metilo,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3906901000,Poliacrilonitrilo,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3906902000,Poliacrilato de sodio o de potasio,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3906902100,"Poliacrilato de sodio cuya capacidad de absorción de una solución acuosa de cloruro de sodio al 1%, sea superior o igual a 20 veces su propio peso",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3906902900,Los demás poliacrilatos de sodio o de potasio,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3906909000,"Los demás polímeros acrílicos, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3906909010,Poliacrilato de sodio o poliacrilato de potasio,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3906909090,"Los demás poliacrilatos, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907100000,Poliacetales,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907201000,Polietilenglicol,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907202000,Polipropilenglicol,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907203000,Polieteres polioles derivados del oxido de propileno,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907209000,"Los demás polieteres, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907210000,Metilfosfonato de bis(polioxietileno),2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907291000,Polietilenglicol,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907292000,Polipropilenglicol,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907293000,Poliéteres polioles derivados del óxido de propileno,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907299000,"Los demás polieteres, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907300000,"Resinas epoxi, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907300010,"Resinas epoxi líquidas puras, sin solventes ni pigmentos, ni catalizadores (endurecedores o agentes de curado), presentadas aisladamente",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907300090,Las demás resinas epoxi en formas primarias,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907301000,Resinas epoxi líquidas,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907301010,Resinas epoxi líquidas sin solvente,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907301090,Resinas epoxi líquidas con un contenido de solvente inferior o igual a 50% en peso,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907309000,Las demás resinas epoxi en formas primarias,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907400000,"Policarbonatos, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907500000,"Resinas alcidicas, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907600000,"Politereftalato de etileno, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907600010,"Poli (tereftalato de etileno) con contenido de dióxido de titanio, para uso textil",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907600020,Politereftalato de etileno con punto de fusión cristalino inferior a 243 grados centígrados,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907600090,Los demás poli (tereftalato de etileno),2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907601000,Poli (tereftalato de etileno) con dióxido de titanio,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907609000,Los demás Poli (tereftalato de etileno),2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907611000,Poli(tereftalato de etileno)con un índice de viscosidad igual o superior a 78 ml/g con dióxido de titanio,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907619000,Los demás poli(tereftalato de etileno)con un índice de viscosidad igual o superior a 78 ml/g,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907691000,Los demás poli(tereftalato de etileno)con dióxido de titanio,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907699000,Los demás poli(tereftalato de etileno),2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907700000,"Poli(ácido láctico), en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907910000,Los demás poliésteres no saturados,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3907990000,Los demás poliésteres en formas primarias,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3908101000,Poliamida-6 (policaprolactama),2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3908109000,"Las demás poliamidas-11,-12,-6,6,-6,9,-6,10 o -6,12",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3908900000,"Las demás poliamidas, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3909100000,Resinas ureicas; resinas de tiourea,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3909101000,Urea formaldehído para moldeo,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3909109000,Las demás resinas ureicas; resinas de tiourea,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3909200010,Melamina formaldehído en polvo para moldear por compresión o por inyección,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3909200090,"Las demás resinas melamínicas, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3909201010,Melamina formaldehído en polvo para moldear por compresión o por inyección,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3909201090,Las demás melamina formaldehído,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3909209000,Las demás resinas melamínicas,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3909300000,"Las demás resinas amínicas, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3909300010,Metil-difenil-Isocianato (MDI polimérico),2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3909300090,"Las demás resinas amínicas, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3909310000,"Poli(metilenfenilisoclanato) (mdi bruto, mdi polimérico)",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3909390000,Las demás resinas amínicas,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3909400000,"Resinas fenólicas, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3909500000,"Poliuretanos, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3910000000,"Siliconas, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3910001000,Dispersiones (emulsiones o suspensiones) o disoluciones,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3910009000,Las demás siliconas en formas primarias,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3911101000,"Resinas de cumarona-indeno, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3911109000,"Las demás resinas de petróleo, resinas de cumarona, resinas de indeno y de politerpenos, en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3911200000,"Poli(1,3-fenileno metilfosfonato)",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3911900000,"Los demás polisulfuros, polisulfonas en formas primarias",2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3912110000,Acetatos de celulosa sin plastificar,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
3912120000,Acetatos de celulosa plastificados,2013.0,,,2013.0,Fabricación de plásticos en formas primarias
